"Invoice ID","Unit price","Quantity","Total"
"151-16-1484","32.25","4","135.45"
"322-02-2271","42.97","3","135.3555"
"596-42-3999","18.22","7","133.917"
"592-34-6155","31.77","4","133.434"
"830-58-2383","31.75","4","133.35"
"556-97-7101","63.22","2","132.762"
"102-06-2002","25.25","5","132.5625"
"133-14-7229","62.87","2","132.027"
"101-81-4070","62.82","2","131.922"
"760-27-5490","15.62","8","131.208"
"268-20-3585","13.85","9","130.8825"
"560-30-5617","24.77","5","130.0425"
"760-53-9233","41.28","3","130.032"
"760-54-1821","13.59","9","128.4255"
"261-12-8671","60.96","2","128.016"
"816-57-2053","60.87","2","127.827"
"148-82-2527","12.12","10","127.26"
"842-29-4695","17.14","7","125.979"
"503-21-4385","39.91","3","125.7165"
"339-38-9982","59.86","2","125.706"
"396-90-2219","14.96","8","125.664"
"448-81-5016","59.77","2","125.517"
"372-26-1506","23.82","5","125.055"
"583-41-4548","16.67","7","122.5245"
"545-07-8534","58.32","2","122.472"
"745-74-0715","58.03","2","121.863"
"266-76-6436","38.6","3","121.59"
"349-97-8902","57.89","2","121.569"
"727-75-6477","28.84","4","121.128"
"606-80-4905","19.15","6","120.645"
"848-07-1692","57.22","2","120.162"
"669-54-1719","18.93","6","119.259"
"748-45-2862","28.31","4","118.902"
"243-47-2663","18.77","6","118.251"
"356-44-8813","37.48","3","118.062"
"554-53-8700","56.11","2","117.831"
"794-32-2436","55.67","2","116.907"
"487-79-6868","12.29","9","116.1405"
"291-32-1427","21.94","5","115.185"
"642-32-2990","10.96","10","115.08"
"182-52-7000","27.04","4","113.568"
"378-24-2715","53.44","2","112.224"
"821-14-9046","17.48","6","110.124"
"132-23-6451","20.97","5","110.0925"
"641-43-2399","25.55","4","107.31"
"529-56-3974","25.51","4","107.142"
"756-01-7507","20.38","5","106.995"
"152-03-4217","11.28","9","106.596"
"176-78-1170","33.81","3","106.5015"
"883-69-1285","49.92","2","104.832"
"250-81-7186","99.69","1","104.6745"
"214-17-6927","16.48","6","103.824"
"233-34-0817","98.84","1","103.782"
"634-97-8956","32.9","3","103.635"
"181-82-6255","16.37","6","103.131"
"241-96-5076","49.1","2","103.11"
"401-18-8016","98.13","1","103.0365"
"643-38-7867","97.94","1","102.837"
"137-74-8729","12.19","8","102.396"
"594-34-4444","97.16","1","102.018"
"176-64-7711","32.32","3","101.808"
"761-49-0439","12.1","8","101.64"
"268-03-6164","96.11","1","100.9155"
"602-80-9671","15.95","6","100.485"
"186-43-8965","47.68","2","100.128"
"674-56-6360","95.15","1","99.9075"
"290-68-2984","23.75","4","99.75"
"343-75-9322","11.85","8","99.54"
"182-69-8360","23.65","4","99.33"
"875-31-8302","93.38","1","98.049"
"434-35-9162","23.34","4","98.028"
"702-72-0487","46.61","2","97.881"
"737-88-5876","23.29","4","97.818"
"359-94-5395","92.78","1","97.419"
"460-35-4390","30.68","3","96.642"
"256-58-3609","91.98","1","96.579"
"436-54-4512","91.61","1","96.1905"
"372-94-8041","15.26","6","96.138"
"598-06-7312","91.35","1","95.9175"
"528-14-9470","91.3","1","95.865"
"573-58-9734","30.37","3","95.6655"
"512-91-0811","89.75","1","94.2375"
"604-70-6476","17.94","5","94.185"
"478-06-7835","89.69","1","94.1745"
"247-11-2470","22.32","4","93.744"
"210-30-7976","22.32","4","93.744"
"394-43-4238","17.77","5","93.2925"
"106-35-6779","44.34","2","93.114"
"779-06-0012","88.61","1","93.0405"
"511-54-3087","88.45","1","92.8725"
"321-49-7382","88.31","1","92.7255"
"364-33-8584","17.63","5","92.5575"
"569-76-2760","22.01","4","92.442"
"325-89-4209","87.9","1","92.295"
"313-66-9943","29.15","3","91.8225"
"848-24-9445","43.7","2","91.77"
"450-28-2866","17.44","5","91.56"
"211-30-9270","17.41","5","91.4025"
"280-35-5823","86.72","1","91.056"
"574-57-9721","43.27","2","90.867"
"213-72-6612","43.25","2","90.825"
"586-25-0848","12.34","7","90.699"
"848-95-6252","86.27","1","90.5835"
"565-91-4567","10.75","8","90.3"
"451-73-2711","84.83","1","89.0715"
"237-44-6163","10.56","8","88.704"
"784-08-0310","21.04","4","88.368"
"187-83-5490","20.77","4","87.234"
"219-61-4139","83.08","1","87.234"
"453-63-6187","27.5","3","86.625"
"388-76-2555","13.69","6","86.247"
"390-31-6381","27.22","3","85.743"
"186-09-3669","81.51","1","85.5855"
"115-38-7388","10.18","8","85.512"
"679-22-6530","40.62","2","85.302"
"225-98-1496","27.02","3","85.113"
"284-54-4231","80.93","1","84.9765"
"173-50-1108","20.18","4","84.756"
"865-41-9075","11.53","7","84.7455"
"319-50-3348","40.3","2","84.63"
"885-17-6250","79.74","1","83.727"
"512-98-1403","26.48","3","83.412"
"860-73-6466","39.47","2","82.887"
"636-98-3364","26.26","3","82.719"
"696-90-2548","25.84","3","81.396"
"445-30-9252","25.7","3","80.955"
"563-36-9814","76.82","1","80.661"
"172-42-8274","38.27","2","80.367"
"226-31-3081","15.28","5","80.22"
"343-87-0864","75.88","1","79.674"
"525-88-7307","75.82","1","79.611"
"546-80-2899","37.69","2","79.149"
"578-80-7669","74.97","1","78.7185"
"593-95-4461","74.86","1","78.603"
"871-39-9221","12.45","6","78.435"
"556-86-3144","74.29","1","78.0045"
"285-68-5083","24.74","3","77.931"
"843-73-4724","74.1","1","77.805"
"400-60-7251","74.07","1","77.7735"
"277-63-2961","73.97","1","77.6685"
"339-12-4827","73.96","1","77.658"
"835-16-0096","14.7","5","77.175"
"585-90-0249","73.26","1","76.923"
"227-50-3718","14.62","5","76.755"
"631-34-1880","24.31","3","76.5765"
"316-68-6352","36.36","2","76.356"
"665-32-9167","36.26","2","76.146"
"359-90-3665","18.08","4","75.936"
"279-74-2924","72.17","1","75.7785"
"441-94-7118","71.95","1","75.5475"
"190-14-3147","17.97","4","75.474"
"616-24-2851","17.87","4","75.054"
"841-18-8232","71.2","1","74.76"
"870-76-1733","14.23","5","74.7075"
"239-48-4278","10.13","7","74.4555"
"333-23-2632","10.08","7","74.088"
"220-28-1851","34.73","2","72.933"
"686-41-0932","34.7","2","72.87"
"162-65-8559","68.98","1","72.429"
"732-67-5346","13.79","5","72.3975"
"886-54-6089","11.43","6","72.009"
"549-96-4200","17.04","4","71.568"
"232-16-2483","68.12","1","71.526"
"151-33-7434","67.77","1","71.1585"
"838-78-4295","33.47","2","70.287"
"794-42-3736","33.33","2","69.993"
"273-16-6619","33.2","2","69.72"
"366-93-0948","66.35","1","69.6675"
"346-84-3103","13.22","5","69.405"
"347-56-2442","65.82","1","69.111"
"821-07-3596","16.45","4","69.09"
"305-89-2768","21.9","3","68.985"
"881-41-7302","64.99","1","68.2395"
"275-28-0149","63.69","1","66.8745"
"428-83-5800","21.08","3","66.402"
"650-98-6268","20.87","3","65.7405"
"278-97-7759","62.48","1","65.604"
"652-49-6720","60.95","1","63.9975"
"443-60-9639","60.87","1","63.9135"
"291-59-1384","60.3","1","63.315"
"273-84-2164","12.05","5","63.2625"
"389-25-3394","11.81","5","62.0025"
"351-62-0822","14.48","4","60.816"
"584-66-4073","56.5","1","59.325"
"491-38-3499","55.45","1","58.2225"
"226-34-0034","13.78","4","57.876"
"790-38-4466","10.99","5","57.6975"
"154-74-7179","54.45","1","57.1725"
"605-83-1050","27.18","2","57.078"
"895-66-0685","18.08","3","56.952"
"676-10-2200","53.78","1","56.469"
"238-45-6950","53.72","1","56.406"
"587-73-4862","10.69","5","56.1225"
"462-78-5240","26.61","2","55.881"
"664-14-2882","10.53","5","55.2825"
"471-06-8611","52.42","1","55.041"
"807-34-3742","52.38","1","54.999"
"885-56-0389","52.35","1","54.9675"
"413-20-6708","51.47","1","54.0435"
"659-65-8956","51.36","1","53.928"
"516-77-6464","10.16","5","53.34"
"825-94-5922","25.31","2","53.151"
"163-56-7055","48.71","1","51.1455"
"735-06-4124","48.61","1","51.0405"
"837-55-7229","47.44","1","49.812"
"605-03-2706","15.8","3","49.77"
"169-52-4504","15.69","3","49.4235"
"442-48-3607","23.48","2","49.308"
"651-96-5970","46.41","1","48.7305"
"318-81-2368","46.2","1","48.51"
"560-49-6611","45.58","1","47.859"
"470-31-3286","14.82","3","46.683"
"569-71-4390","21.87","2","45.927"
"105-10-6182","21.48","2","45.108"
"722-13-2115","42.85","1","44.9925"
"504-35-8843","42.47","1","44.5935"
"687-15-1097","21.12","2","44.352"
"324-92-3863","20.89","2","43.869"
"233-67-5758","40.35","1","42.3675"
"608-05-3804","39.75","1","41.7375"
"528-87-5606","39.48","1","41.454"
"622-20-1945","39.42","1","41.391"
"449-27-2918","39.12","1","41.076"
"573-10-3877","39.01","1","40.9605"
"575-67-1508","38.6","1","40.53"
"390-17-5806","38.42","1","40.341"
"523-38-0215","37","1","38.85"
"729-46-7422","35.89","1","37.6845"
"482-17-1179","11.94","3","37.611"
"320-85-2052","34.81","1","36.5505"
"574-31-8277","33.63","1","35.3115"
"649-29-6775","33.52","1","35.196"
"479-26-8945","16.49","2","34.629"
"242-55-6721","16.16","2","33.936"
"573-98-8548","31.9","1","33.495"
"727-02-1313","31.84","1","33.432"
"545-46-3100","10.59","3","33.3585"
"859-71-0933","15.49","2","32.529"
"617-15-4209","15.37","2","32.277"
"307-04-2070","30.62","1","32.151"
"318-12-0304","30.61","1","32.1405"
"488-25-4221","30.41","1","31.9305"
"320-49-6392","30.24","1","31.752"
"549-23-9016","14.87","2","31.227"
"764-44-8999","14.76","2","30.996"
"421-95-9805","28.96","1","30.408"
"883-17-4236","14.39","2","30.219"
"296-11-7041","27.07","1","28.4235"
"840-76-5966","12.76","2","26.796"
"838-02-1821","12.73","2","26.733"
"156-20-0370","25.45","1","26.7225"
"856-22-8149","25.29","1","26.5545"
"568-88-3448","25","1","26.25"
"633-91-1052","12.03","2","25.263"
"556-72-8512","22.96","1","24.108"
"320-32-8842","22.62","1","23.751"
"862-29-5914","22.38","1","23.499"
"746-19-0921","21.58","1","22.659"
"896-34-0956","21.32","1","22.386"
"756-49-0168","19.7","1","20.685"
"390-80-5128","19.15","1","20.1075"
"382-03-4532","18.33","1","19.2465"
"802-43-8934","18.28","1","19.194"
"559-61-5987","17.75","1","18.6375"
"489-64-4354","16.28","1","17.094"
"593-08-5916","15.5","1","16.275"
"778-71-5554","15.43","1","16.2015"
"490-29-1201","15.34","1","16.107"
"236-86-3015","13.98","1","14.679"
"192-98-7397","12.78","1","13.419"
"279-62-1445","12.54","1","13.167"
"308-39-1707","12.09","1","12.6945"
"784-21-9238","10.17","1","10.6785"
